PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,
LS07125061,04/01/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07953289,04/01/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS08129840,04/01/2019,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS08448361,04/01/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS11536161,04/01/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11536172,04/01/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11637577,04/01/2019,MAIN STREET CP - GARFORTH                                   ,86 BEYOND THE BAY MARKINGS                        ,50,
LS12234339,04/01/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1223434A,04/01/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12234350,04/01/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12234361,04/01/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS12234372,04/01/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS12234383,04/01/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS1413195A,04/01/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14229577,04/01/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14229679,04/01/2019,SPRINGFIELD ROAD CP - GUISELEY                              ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS14357894,04/01/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14357908,04/01/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14357919,04/01/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1435792A,04/01/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14357930,04/01/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14357941,04/01/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14357952,04/01/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15702003,04/01/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06371390,05/01/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS07125174,05/01/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS07125243,05/01/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07953303,05/01/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07953314,05/01/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07953336,05/01/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS08129895,05/01/2019,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS08321509,05/01/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12234463,05/01/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12234521,05/01/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12234532,05/01/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14132012,05/01/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14229872,05/01/2019,MEADOW LANE CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,
LS14229883,05/01/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14832353,05/01/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07768221,06/01/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS07768232,06/01/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07768243,06/01/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07768254,06/01/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07768265,06/01/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07768276,06/01/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07768287,06/01/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS07768298,06/01/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS07768301,06/01/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07768312,06/01/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07768323,06/01/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07768334,06/01/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07768345,06/01/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07768356,06/01/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07768367,06/01/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07768378,06/01/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07768389,06/01/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS0776839A,06/01/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07824730,06/01/2019,MEADOW LANE CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,
LS14229952,06/01/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS14832488,06/01/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14832499,06/01/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14832502,06/01/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15702127,06/01/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS02457541,07/01/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS02457552,07/01/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS0354918A,07/01/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05234485,07/01/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05931321,07/01/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05931332,07/01/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05931343,07/01/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05931354,07/01/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05931365,07/01/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06371426,07/01/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06371437,07/01/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06371448,07/01/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07233235,07/01/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS07233246,07/01/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS07233257,07/01/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS07233268,07/01/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS07233279,07/01/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS0723328A,07/01/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS07233290,07/01/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS07233304,07/01/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS07233315,07/01/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS07233326,07/01/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS07233337,07/01/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS07233348,07/01/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS07233359,07/01/2019,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS0723336A,07/01/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07233370,07/01/2019,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS08448634,07/01/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS08448645,07/01/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS0993139A,07/01/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS09931403,07/01/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11760573,07/01/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11760584,07/01/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11760653,07/01/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11760664,07/01/2019,MEADOW LANE CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,
LS11760675,07/01/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05234510,08/01/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05234521,08/01/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05234543,08/01/2019,CASTLE ST CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05234554,08/01/2019,CASTLE ST CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06739534,08/01/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS06739603,08/01/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06739614,08/01/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07233381,08/01/2019,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07549647,08/01/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS07549716,08/01/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07549727,08/01/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07768527,08/01/2019,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS07953369,08/01/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS0795337A,08/01/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07953380,08/01/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07953416,08/01/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07953449,08/01/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS0795345A,08/01/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS08129986,08/01/2019,COURTHOUSE STREET CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS08129997,08/01/2019,AIREBOROUGH CENTRE - GUISELEY,86 BEYOND THE BAY MARKINGS                        ,50,
LS08130001,08/01/2019,AIREBOROUGH CENTRE - GUISELEY,86 BEYOND THE BAY MARKINGS                        ,50,
LS08130012,08/01/2019,AIREBOROUGH CENTRE - GUISELEY,86 BEYOND THE BAY MARKINGS                        ,50,
LS14132227,08/01/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS01752808,09/01/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS01752830,09/01/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS01752841,09/01/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS01752852,09/01/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS02457621,09/01/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05931478,09/01/2019,MORLEY LEISURE CENTRE CP - MORLEY,86 BEYOND THE BAY MARKINGS                        ,50,
LS06371743,09/01/2019,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06371754,09/01/2019,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06371765,09/01/2019,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06371776,09/01/2019,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06371787,09/01/2019,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06371798,09/01/2019,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS07953471,09/01/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS07953482,09/01/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07953493,09/01/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07953507,09/01/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07953540,09/01/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07953551,09/01/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS09136626,09/01/2019,CLUSTER OF NUTS CP - WETHERBY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,
LS09136637,09/01/2019,HIGH STREET CP - BOSTON SPA                                 ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS09136648,09/01/2019,HIGH STREET CP - BOSTON SPA                                 ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS11536365,09/01/2019,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11536376,09/01/2019,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14230099,09/01/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS14442053,09/01/2019,JOHN CHARLES SC CP - MIDDLETON,86 BEYOND THE BAY MARKINGS                        ,50,
LS14442064,09/01/2019,JOHN CHARLES SC CP - MIDDLETON,86 BEYOND THE BAY MARKINGS                        ,50,
LS14442075,09/01/2019,JOHN CHARLES SC CP - MIDDLETON,86 BEYOND THE BAY MARKINGS                        ,50,
LS14442086,09/01/2019,JOHN CHARLES SC CP - MIDDLETON,86 BEYOND THE BAY MARKINGS                        ,50,
LS14442097,09/01/2019,JOHN CHARLES SC CP - MIDDLETON,86 BEYOND THE BAY MARKINGS                        ,50,
LS14442100,09/01/2019,JOHN CHARLES SC CP - MIDDLETON,86 BEYOND THE BAY MARKINGS                        ,50,
LS15017803,09/01/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS1570223A,09/01/2019,JOHN CHARLES SC CP - MIDDLETON,86 BEYOND THE BAY MARKINGS                        ,50,
LS15702240,09/01/2019,JOHN CHARLES SC CP - MIDDLETON,86 BEYOND THE BAY MARKINGS                        ,50,
LS15702251,09/01/2019,JOHN CHARLES SC CP - MIDDLETON,86 BEYOND THE BAY MARKINGS                        ,50,
LS15702262,09/01/2019,JOHN CHARLES SC CP - MIDDLETON,86 BEYOND THE BAY MARKINGS                        ,50,
LS15702273,09/01/2019,JOHN CHARLES SC CP - MIDDLETON,87 IN DISABLED BAY WITHOUT BADGE,70,
LS15702295,09/01/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
